Application Number,Authorization Number,File Number,Interim Licence Number,Authorization Status,Authorization Status Date,Authorization Holder,Authorization Issue Date,Authorization Effective Date,Authorization Expiry Date,Authorization Type,Allocation Purpose,Allocation Classification,Allocation Sub Classification,Allocation Specific Classification,Allocation Point Type,Allocation Status Date,Allocation Number,Allocation Type,Allocation Status,Allocation Priority Number,Allocation Water Body,Allocation Diversion Rate,Allocation Diversion Rate Units,Allocation Diversion Quantity (M3),Allocation Consumptive Use (M3),Allocation Losses (M3),Allocation Return Flow (M3),Allocation Centroid ATS,Allocation Production Interval Upper (M),Allocation Production Interval Lower (M),Allocation Production Well ID,Allocation Irrigable Area (HA),Allocation River Sub Basin Code,Allocation River Sub Basin,Allocation River Basin,Allocation Latitude,Allocation Longitude,Authorization Regulator,Legacy Authorization Number,AuthorizationNumber,PdfHyperlink,DocumentID,PdfFound,PdfSource,LastChecked
001 00507595,507595,00507595,00507595 00 00,Active,2025-02-21 00:00:00,Tourmaline Oil Corp.,2025-02-21 00:00:00,2025-02-21 00:00:00,2025-07-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-02-21 00:00:00,119755,,Active,,,,,,,,,SW-14-41-6-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.52488,-114.76754,Alberta Energy Regulator,,507595,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507595,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:52
001 00507977,507977,00507977,00507977 00 00,Active,2025-03-17 00:00:00,Spartan Delta Corp.,2025-03-17 00:00:00,2025-03-17 00:00:00,2025-06-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-17 00:00:00,120354,,Active,,,,,,,,,SE-2-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.675812,-114.467526,Alberta Energy Regulator,,507977,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507977,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:55
001 00507977,507977,00507977,00507977 00 00,Active,2025-03-17 00:00:00,Spartan Delta Corp.,2025-03-17 00:00:00,2025-03-17 00:00:00,2025-06-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-17 00:00:00,120355,,Active,,,,,,,,,SE-2-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.670156,-114.463798,Alberta Energy Regulator,,507977,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507977,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:55
001 00508222,508222,00508222,00508222 00 00,Active,2025-04-15 00:00:00,BAYTEX ENERGY LTD.,2025-04-15 00:00:00,2025-04-15 00:00:00,2025-10-01 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-15 00:00:00,120578,,Active,,,,,,,,,NW-30-44-2-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.822975,-114.291576,Alberta Energy Regulator,,508222,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508222,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:57
001 00508290,508290,00508290,00508290 00 00,Active,2025-04-16 00:00:00,Spartan Delta Corp.,2025-04-16 00:00:00,2025-04-16 00:00:00,2026-03-06 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-16 00:00:00,120666,,Active,,,,,,,,,SW-20-41-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.539714,-114.406527,Alberta Energy Regulator,,508290,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508290,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00508296,508296,00508296,00508296 00 00,Active,2025-06-01 00:00:00,Spartan Delta Corp.,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-06-01 00:00:00,120694,,Active,,,,,,,,,NW-22-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.632961,-114.504282,Alberta Energy Regulator,,508296,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508296,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00508640,508640,00508640,00508640 00 00,Active,2025-04-25 00:00:00,Lotus Creek Exploration Inc.,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-11-30 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-25 00:00:00,120977,,Active,,,,,,,,,SE-29-42-5-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.641283,-114.682424,Alberta Energy Regulator,,508640,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508640,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:52:00
,34625,16401,L08037,Active,1975-10-30 00:00:00,Whitecap Resources Inc.,1975-10-30 00:00:00,1975-10-30 00:00:00,,Water Resources Licence,Dewatering,Management,Water Management,Flood Control or Drainage,Point of diversion,1975-10-30 00:00:00,15217,Surface Water,Active,1974-12-11-0001,Red Deer River,0.0,Cubic Metres Per Second,0.0,0.0,0.0,,NE-17-39-26-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3559,-113.7041,Alberta Energy Regulator,,34625,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=34625,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:22
,428548,,00428548 00 01,Active,2023-01-09 00:00:00,Paramount Resources Ltd.,2019-10-01 00:00:00,2023-01-09 00:00:00,2029-09-30 00:00:00,Term Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2023-01-09 00:00:00,341053,Surface Water,Active,2018-12-24-0001,Medicine River,0.2,Cubic Metres Per Second,1000000.0,1000000.0,0.0,,SE-3-39-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.321524,-114.343471,Alberta Energy Regulator,,428548,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=428548,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:29
,460602,,00460602 00 01,Active,2024-05-17 00:00:00,Unknown Business Associate,2020-03-10 00:00:00,2024-05-17 00:00:00,2030-03-09 00:00:00,Term Licence,Other Purpose Specified by the Director,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2024-05-17 00:00:00,364403,Groundwater,Active,2020-01-30-0001,Unnamed Aquifer - Unclassified,98.0,Cubic Metres Per Day,60.0,60.0,0.0,,37-3-W5,18.3,36.6,351276,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.196791,-114.367095,Alberta Energy Regulator,,460602,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=460602,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:32
001 00502500,502500,00502500,00502500 00 00,Active,2024-08-15 00:00:00,Spartan Delta Corp.,2024-06-14 00:00:00,2024-06-14 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2024-08-15 00:00:00,418456,Surface Water,Active,,Unnamed Stream - Unclassified,0.02,Cubic Metres Per Second,40000.0,40000.0,0.0,,NW-6-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.767067,-114.429513,Alberta Energy Regulator,,502500,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=502500,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:39
001 00507519,507519,00507519,00507519 00 00,Active,2025-02-13 00:00:00,Highwood Asset Management Ltd.,2025-02-13 00:00:00,2025-02-13 00:00:00,2026-02-09 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-02-13 00:00:00,426402,Groundwater,Active,,Unnamed Aquifer - Unclassified,450.0,Cubic Metres Per Day,100000.0,100000.0,0.0,,SW-6-43-5-W5,64.6,89.6,1577046,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.675694,-114.718461,Alberta Energy Regulator,,507519,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507519,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:52
001 00508111,508111,00508111,00508111 00 00,Active,2025-04-02 00:00:00,BAYTEX ENERGY LTD.,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-04-02 00:00:00,427588,Surface Water,Active,,Surface Runoff,0.125,Cubic Metres Per Second,10000.0,10000.0,0.0,,SW-10-45-2-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.860991,-114.212233,Alberta Energy Regulator,,508111,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508111,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:56
001 00502500,502500,00502500,00502500 00 00,Active,2024-08-15 00:00:00,Spartan Delta Corp.,2024-06-14 00:00:00,2024-06-14 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-08-15 00:00:00,114123,,Active,,,,,,,,,SE-16-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.61565,-114.507074,Alberta Energy Regulator,,502500,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=502500,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:39
001 00503749,503749,00503749,00503749 00 00,Active,2024-07-18 00:00:00,Spartan Delta Corp.,2024-07-18 00:00:00,2024-07-18 00:00:00,2025-06-02 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-18 00:00:00,115149,,Active,,,,,,,,,NE-4-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.768942,-114.36644,Alberta Energy Regulator,,503749,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503749,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:42
001 00505041,505041,00505041,00505041 00 00,Active,2024-10-05 00:00:00,Spartan Delta Corp.,2024-10-05 00:00:00,2024-10-05 00:00:00,2025-05-25 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-10-05 00:00:00,116651,,Active,,,,,,,,,SW-7-44-1-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.771483,-114.136523,Alberta Energy Regulator,,505041,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505041,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:43
001 00505041,505041,00505041,00505041 00 00,Active,2024-10-05 00:00:00,Spartan Delta Corp.,2024-10-05 00:00:00,2024-10-05 00:00:00,2025-05-25 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-10-05 00:00:00,116655,,Active,,,,,,,,,NW-22-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.638859,-114.504263,Alberta Energy Regulator,,505041,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505041,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:43
001 00506910,506910,00506910,00506910 00 00,Active,2025-02-01 00:00:00,TAQA North Ltd.,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-02-01 00:00:00,118850,,Active,,,,,,,,,NW-7-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.696787,-114.57673,Alberta Energy Regulator,,506910,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=506910,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:48
001 00507144,507144,00507144,00507144 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-11-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119185,,Active,,,,,,,,,SE-2-44-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.76015,-114.466877,Alberta Energy Regulator,,507144,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507144,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:48
001 00507754,507754,00507754,00507754 00 00,Active,2025-03-10 00:00:00,BAYTEX ENERGY LTD.,2025-03-10 00:00:00,2025-03-10 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-10 00:00:00,120024,,Active,,,,,,,,,NE-20-41-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.546058,-114.394676,Alberta Energy Regulator,,507754,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507754,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:53
001 00507754,507754,00507754,00507754 00 00,Active,2025-03-10 00:00:00,BAYTEX ENERGY LTD.,2025-03-10 00:00:00,2025-03-10 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-10 00:00:00,120025,,Active,,,,,,,,,SE-21-43-2-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.71435,-114.222143,Alberta Energy Regulator,,507754,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507754,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:53
001 00507977,507977,00507977,00507977 00 00,Active,2025-03-17 00:00:00,Spartan Delta Corp.,2025-03-17 00:00:00,2025-03-17 00:00:00,2025-06-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-17 00:00:00,120346,,Active,,,,,,,,,SW-19-41-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.543695,-114.569386,Alberta Energy Regulator,,507977,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507977,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:55
001 00508036,508036,00508036,00508036 00 00,Active,2025-03-26 00:00:00,Spartan Delta Corp.,2025-03-26 00:00:00,2025-03-26 00:00:00,2025-07-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-26 00:00:00,120372,,Active,,,,,,,,,SE-15-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.79222,-114.34518,Alberta Energy Regulator,,508036,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508036,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:55
001 00508296,508296,00508296,00508296 00 00,Active,2025-06-01 00:00:00,Spartan Delta Corp.,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-06-01 00:00:00,120690,,Active,,,,,,,,,SW-28-42-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.646107,-114.376062,Alberta Energy Regulator,,508296,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508296,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
,212419,00036512,00212419 00 01,Active,2005-11-17 00:00:00,Keyera Energy Ltd.,2004-09-22 00:00:00,2005-11-17 00:00:00,2029-09-21 00:00:00,Term Licence,Other Purpose Specified by the Director,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2005-11-17 00:00:00,139636,Groundwater,Active,2004-08-23-0001,Unnamed Aquifer - Unclassified,33.0,Cubic Metres Per Day,1000.0,1000.0,0.0,,NE-22-40-3-W5,73.2,146.3,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.46166,-114.343853,Alberta Energy Regulator,,212419,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=212419,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:09
,37871,12081,00037871 00 05,Active,2024-05-17 00:00:00,Unknown Business Associate,1985-03-04 00:00:00,2024-05-17 00:00:00,,Water Resources Licence,Industrial,Industrial,Upstream Oil & Gas,Injection (Water Flood/Conventional Oil/Enhance Oil Recovery),Point of diversion,2024-05-17 00:00:00,18680,Groundwater,Active,1966-06-27-0001,Unnamed Aquifer - Unclassified,484.43,Cubic Metres Per Day,92590.0,92590.0,0.0,,39-3-W5,68.5,113.6,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3861,-114.3785,Alberta Energy Regulator,,37871,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=37871,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:25
,37871,12081,00037871 00 05,Active,2024-05-17 00:00:00,Unknown Business Associate,1985-03-04 00:00:00,2024-05-17 00:00:00,,Water Resources Licence,Industrial,Industrial,Upstream Oil & Gas,Injection (Water Flood/Conventional Oil/Enhance Oil Recovery),Point of diversion,2024-05-17 00:00:00,18681,Groundwater,Active,1973-11-26-0002,Unnamed Aquifer - Unclassified,484.43,Cubic Metres Per Day,92590.0,92590.0,0.0,,39-3-W5,64.9,110.0,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3855,-114.3785,Alberta Energy Regulator,,37871,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=37871,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:25
,375986,F23412,00375986 00 02,Active,2022-03-02 00:00:00,I3 Energy Canada Ltd.,2016-08-19 00:00:00,2022-03-02 00:00:00,2026-08-19 00:00:00,Term Licence,Other Purpose Specified by the Director,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2022-03-02 00:00:00,283830,Groundwater,Active,2015-12-03-0001,Unnamed Aquifer - Unclassified,100.0,Cubic Metres Per Day,50.0,50.0,0.0,,44-1-W5,16.7,21.3,353961,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.763902,-114.134653,Alberta Energy Regulator,,375986,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=375986,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:24
001 00494099,494099,,00494099 00 00,Active,2023-07-19 00:00:00,Del Canada Gp Ltd.,2023-07-19 00:00:00,2023-07-19 00:00:00,2033-07-18 00:00:00,Term Licence,Other Purpose Specified by the Director,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2023-07-19 00:00:00,404790,Groundwater,Active,2023-04-04-0001,Unnamed Aquifer - Unclassified,0.0,Cubic Metres Per Day,3650.0,3650.0,0.0,,SW-1-36-28-W4,35.1,53.3,110467,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.059223,-113.879818,Alberta Energy Regulator,,494099,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=494099,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:37
001 00503749,503749,00503749,00503749 00 00,Active,2024-07-18 00:00:00,Spartan Delta Corp.,2024-07-18 00:00:00,2024-07-18 00:00:00,2025-06-02 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2024-07-18 00:00:00,420113,Surface Water,Active,,Surface Runoff,0.15,Cubic Metres Per Second,184850.0,184850.0,0.0,,SW-7-44-1-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.772446,-114.134935,Alberta Energy Regulator,,503749,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503749,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:42
001 00503881,503881,00503881,00503881 00 00,Active,2024-07-23 00:00:00,Spartan Delta Corp.,2024-07-23 00:00:00,2024-07-23 00:00:00,2025-07-18 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2024-07-23 00:00:00,420283,Groundwater,Active,,Unnamed Aquifer - Unclassified,65.462,Cubic Metres Per Day,3650.0,3650.0,0.0,,NW-6-44-3-W5,30.5,36.6,2086444,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.76917,-114.431486,Alberta Energy Regulator,,503881,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503881,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:43
001 00506886,506886,00506886,00506886 00 00,Active,2025-01-13 00:00:00,Paramount Resources Ltd.,2025-01-13 00:00:00,2025-01-13 00:00:00,2025-06-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-01-13 00:00:00,425431,Surface Water,Active,,Surface Runoff,0.1,Cubic Metres Per Second,5000.0,5000.0,0.0,,NE-12-39-6-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.343574,-114.72523,Alberta Energy Regulator,,506886,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=506886,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:47
001 00507153,507153,00507153,00507153 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-10-26 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-01-23 00:00:00,425780,Surface Water,Active,,Unnamed Lake - Unclassified,0.15,Cubic Metres Per Second,4000.0,4000.0,0.0,,SE-2-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.67316,-114.465963,Alberta Energy Regulator,,507153,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507153,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:49
001 00508222,508222,00508222,00508222 00 00,Active,2025-04-15 00:00:00,BAYTEX ENERGY LTD.,2025-04-15 00:00:00,2025-04-15 00:00:00,2025-10-01 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-04-15 00:00:00,427741,Surface Water,Active,,Surface Runoff,0.05,Cubic Metres Per Second,5000.0,5000.0,0.0,,NE-5-45-2-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.855488,-114.246081,Alberta Energy Regulator,,508222,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508222,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:57
,30507,20908-1,00030507 00 03,Active,2010-10-24 00:00:00,Keyera Energy Ltd.,1986-04-07 00:00:00,2010-10-24 00:00:00,,Water Resources Licence,Industrial,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2010-10-24 00:00:00,10312,Groundwater,Active,1983-09-26-0002,Unnamed Aquifer - Unclassified,294.58,Cubic Metres Per Day,70310.0,70310.0,0.0,,44-1-W5,52.4,65.2,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7593,-114.1059,Alberta Energy Regulator,,30507,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=30507,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:19
001 00503378,503378,00503378,00503378 00 00,Active,2024-07-17 00:00:00,Paramount Resources Ltd.,2024-07-17 00:00:00,2024-07-17 00:00:00,2025-07-16 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-17 00:00:00,114937,,Active,,,,,,,,,NE-26-40-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.476498,-114.463069,Alberta Energy Regulator,,503378,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503378,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:40
001 00503703,503703,00503703,00503703 00 00,Active,2024-07-15 00:00:00,Spartan Delta Corp.,2024-07-15 00:00:00,2024-07-15 00:00:00,2025-07-11 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-15 00:00:00,115107,,Active,,,,,,,,,SW-10-44-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.771665,-114.499731,Alberta Energy Regulator,,503703,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503703,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:41
001 00503703,503703,00503703,00503703 00 00,Active,2024-07-15 00:00:00,Spartan Delta Corp.,2024-07-15 00:00:00,2024-07-15 00:00:00,2025-07-11 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-15 00:00:00,115109,,Active,,,,,,,,,SE-5-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.761699,-114.397972,Alberta Energy Regulator,,503703,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503703,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:41
001 00503703,503703,00503703,00503703 00 00,Active,2024-07-15 00:00:00,Spartan Delta Corp.,2024-07-15 00:00:00,2024-07-15 00:00:00,2025-07-11 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-15 00:00:00,115112,,Active,,,,,,,,,SW-28-42-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.646382,-114.378307,Alberta Energy Regulator,,503703,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503703,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:41
001 00503703,503703,00503703,00503703 00 00,Active,2024-07-15 00:00:00,Spartan Delta Corp.,2024-07-15 00:00:00,2024-07-15 00:00:00,2025-07-11 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-15 00:00:00,115113,,Active,,,,,,,,,SW-23-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.626496,-114.472781,Alberta Energy Regulator,,503703,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503703,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:41
001 00503749,503749,00503749,00503749 00 00,Active,2024-07-18 00:00:00,Spartan Delta Corp.,2024-07-18 00:00:00,2024-07-18 00:00:00,2025-06-02 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-18 00:00:00,115147,,Active,,,,,,,,,SE-5-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.762845,-114.397759,Alberta Energy Regulator,,503749,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503749,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:42
